dataset,model,weights,n_features_model,feature selection,selected_features,common_elements_random_choice,classifier_for_comparison,accuracy,f1,precision,recall,roc_auc
beans,maxvit_t,imagenet,512,random features,360.0,248.0,RandomForestClassifier,0.8359375,0.8360691702155116,0.8377962290261199,0.8361018826135105,0.9461696306429549
beans,maxvit_t,imagenet,512,random features,360.0,253.0,RandomForestClassifier,0.8359375,0.8362470749772767,0.8372216330858961,0.8362864525655223,0.9512567042320805
beans,maxvit_t,imagenet,512,random features,360.0,256.0,RandomForestClassifier,0.8046875,0.8053813395276811,0.8073516692613735,0.805094130675526,0.9486814105487156
beans,maxvit_t,imagenet,512,random features,360.0,252.0,RandomForestClassifier,0.8046875,0.8058964574846593,0.8073212747631352,0.805094130675526,0.9419592643258854
beans,maxvit_t,imagenet,512,random features,360.0,252.0,RandomForestClassifier,0.828125,0.8291938997821351,0.8320084171148001,0.8283499446290143,0.9489338371007318
beans,maxvit_t,imagenet,512,random features,360.0,257.0,RandomForestClassifier,0.8046875,0.805342133759604,0.8063953488372094,0.8049095607235143,0.9425629166395241
beans,maxvit_t,imagenet,512,random features,360.0,254.0,RandomForestClassifier,0.8203125,0.821274875923501,0.8258098524055971,0.8202288667404947,0.9479567020606692
beans,maxvit_t,imagenet,512,random features,360.0,257.0,RandomForestClassifier,0.8046875,0.8058964574846593,0.8073212747631352,0.805094130675526,0.9459595466093415
beans,maxvit_t,imagenet,512,random features,360.0,256.0,RandomForestClassifier,0.828125,0.8286867275866752,0.8328623757195186,0.8283499446290143,0.9493844049247606
brain_tumor,resnet18,imagenet,512,all features,,,RandomForestClassifier,0.8020304568527918,0.776606659527642,0.8273730342186393,0.800707990599295,0.9814006243077624
brain_tumor,resnet18,imagenet,512,brkga features,323.0,,RandomForestClassifier,0.799492385786802,0.7729653475486967,0.8091863499142887,0.7955728554641598,0.9756418870393561
brain_tumor,resnet18,imagenet,512,random features,323.0,209.0,RandomForestClassifier,0.8020304568527918,0.7761816488009017,0.8294289267206499,0.797746768507638,0.9801035813619545
brain_tumor,resnet18,imagenet,512,random features,323.0,205.0,RandomForestClassifier,0.799492385786802,0.7762531562589855,0.8121520727358998,0.792611633372503,0.9817921013375497
brain_tumor,resnet18,imagenet,512,random features,323.0,206.0,RandomForestClassifier,0.8147208121827412,0.7972538132176299,0.8298986261171135,0.8108989424206816,0.980780378236972
brain_tumor,resnet18,imagenet,512,random features,323.0,201.0,RandomForestClassifier,0.7893401015228426,0.7649171335400871,0.8074042410210407,0.7823854289071681,0.9790055908953362
brain_tumor,resnet18,imagenet,512,random features,323.0,207.0,RandomForestClassifier,0.8096446700507615,0.7894082687471737,0.8351702463806634,0.8055728554641598,0.9803649613911645
brain_tumor,resnet18,imagenet,512,random features,323.0,209.0,RandomForestClassifier,0.8020304568527918,0.7763359549514539,0.8253960622710623,0.7974206815511163,0.9840303122039711
brain_tumor,resnet18,imagenet,512,random features,323.0,205.0,RandomForestClassifier,0.7918781725888325,0.7622481856796661,0.8427074510634293,0.7847855464159812,0.9821318710346196
brain_tumor,resnet18,imagenet,512,random features,323.0,203.0,RandomForestClassifier,0.8147208121827412,0.7850735697192055,0.8443160824188174,0.8155170387779083,0.9736916128890433
brain_tumor,resnet18,imagenet,512,random features,323.0,198.0,RandomForestClassifier,0.799492385786802,0.7737208183961023,0.8146128550483791,0.7955728554641598,0.9786157694687416
brain_tumor,resnet18,imagenet,512,random features,323.0,202.0,RandomForestClassifier,0.8071065989847716,0.7823212000549056,0.8249721341650474,0.8060340775558167,0.9839254415723937
brain_tumor,resnet34,imagenet,512,all features,,,RandomForestClassifier,0.8020304568527918,0.7761563458466845,0.8380766262912788,0.7974206815511163,0.9749867674928878
brain_tumor,resnet34,imagenet,512,brkga features,321.0,,RandomForestClassifier,0.799492385786802,0.7732387589152995,0.8541182307258183,0.7949206815511164,0.9790748456314835
brain_tumor,resnet34,imagenet,512,random features,321.0,204.0,RandomForestClassifier,0.7969543147208121,0.7730419300218837,0.851314083063819,0.792746768507638,0.9748042700954114
brain_tumor,resnet34,imagenet,512,random features,321.0,213.0,RandomForestClassifier,0.7842639593908629,0.7473404648494901,0.7991663538538539,0.7799206815511164,0.9744648594214544
brain_tumor,resnet34,imagenet,512,random features,321.0,198.0,RandomForestClassifier,0.8071065989847716,0.7804608457401073,0.8224979378967591,0.8024206815511163,0.976223864474716
brain_tumor,resnet34,imagenet,512,random features,321.0,203.0,RandomForestClassifier,0.7969543147208121,0.7691975192537255,0.8460553111762789,0.7945035252643948,0.9767966679295039
brain_tumor,resnet34,imagenet,512,random features,321.0,200.0,RandomForestClassifier,0.7969543147208121,0.7698684294428976,0.8145702735233187,0.7897855464159812,0.9738472918177375
brain_tumor,resnet34,imagenet,512,random features,321.0,200.0,RandomForestClassifier,0.8121827411167513,0.7850821211721415,0.8507326007326006,0.8130170387779083,0.9764824626466206
brain_tumor,resnet34,imagenet,512,random features,321.0,204.0,RandomForestClassifier,0.8045685279187818,0.7786202806609346,0.8245084605147541,0.7999206815511164,0.9748798504188545
brain_tumor,resnet34,imagenet,512,random features,321.0,207.0,RandomForestClassifier,0.8020304568527918,0.7808255566848378,0.8428906654142503,0.7947855464159812,0.9779572968979297
brain_tumor,resnet34,imagenet,512,random features,321.0,201.0,RandomForestClassifier,0.8020304568527918,0.7750420872732973,0.8147556400790441,0.797746768507638,0.9795625804993605
brain_tumor,resnet34,imagenet,512,random features,321.0,196.0,RandomForestClassifier,0.8071065989847716,0.7792669989896424,0.8194183750775298,0.8024206815511163,0.9759677118600159
brain_tumor,mobilenet_v3_small,imagenet,576,all features,,,RandomForestClassifier,0.8020304568527918,0.7733372822935831,0.8485919540229885,0.8054259694477086,0.9769675618365793
brain_tumor,mobilenet_v3_small,imagenet,576,brkga features,372.0,,RandomForestClassifier,0.7969543147208121,0.7713426347018608,0.8401310584322956,0.7939512338425382,0.9760122530150841
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,240.0,RandomForestClassifier,0.8197969543147208,0.7942999543969508,0.8572827019029551,0.8205170387779084,0.9765683654971264
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,230.0,RandomForestClassifier,0.799492385786802,0.7676909738568245,0.8410262852201987,0.8008431257344302,0.975840010916265
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,242.0,RandomForestClassifier,0.8197969543147208,0.7958958342536487,0.867837517859467,0.821069330199765,0.978144050498641
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,236.0,RandomForestClassifier,0.8121827411167513,0.7915960745563433,0.8619174920699569,0.8133431257344301,0.9756998721191494
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,241.0,RandomForestClassifier,0.8147208121827412,0.7893081066760862,0.8563790220081611,0.8163954171562867,0.9759064893465251
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,238.0,RandomForestClassifier,0.8071065989847716,0.7775024969453613,0.8581119010239795,0.8076909518213866,0.9775878249694635
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,243.0,RandomForestClassifier,0.8071065989847716,0.7801605226468209,0.85333186550472,0.8080170387779083,0.9787392027149403
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,253.0,RandomForestClassifier,0.8223350253807107,0.798696052865484,0.8672843030658938,0.8235693301997651,0.9780614456555369
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,237.0,RandomForestClassifier,0.8096446700507615,0.7822250299829687,0.8537062937062938,0.8075558166862515,0.9761676650416212
brain_tumor,mobilenet_v3_small,imagenet,576,random features,372.0,232.0,RandomForestClassifier,0.8121827411167513,0.7904395852171964,0.8663590013297017,0.8100558166862515,0.9790400544108846
brain_tumor,maxvit_t,imagenet,512,all features,,,RandomForestClassifier,0.8045685279187818,0.7875248690189267,0.8270564905420082,0.7911368977673325,0.9726900976528716
brain_tumor,maxvit_t,imagenet,512,brkga features,352.0,,RandomForestClassifier,0.8020304568527918,0.786143293384859,0.8384723828802776,0.7856756756756756,0.9712037029762216
brain_tumor,maxvit_t,imagenet,512,random features,352.0,247.0,RandomForestClassifier,0.7842639593908629,0.7638836119554204,0.8105463684782988,0.767623384253819,0.9738413208722343
brain_tumor,maxvit_t,imagenet,512,random features,352.0,244.0,RandomForestClassifier,0.7791878172588832,0.7538670194748133,0.8100035655769018,0.7596621621621622,0.9708873046817336
brain_tumor,maxvit_t,imagenet,512,random features,352.0,243.0,RandomForestClassifier,0.7969543147208121,0.7795987112882116,0.8256722985624981,0.780123384253819,0.9693706888797036
brain_tumor,maxvit_t,imagenet,512,random features,352.0,242.0,RandomForestClassifier,0.799492385786802,0.7822255967602127,0.8369330632559089,0.7831756756756757,0.9730694418233922
brain_tumor,maxvit_t,imagenet,512,random features,352.0,251.0,RandomForestClassifier,0.7791878172588832,0.7565716877847433,0.816359163566454,0.7579054054054054,0.9715370643214198
brain_tumor,maxvit_t,imagenet,512,random features,352.0,248.0,RandomForestClassifier,0.7791878172588832,0.7588178633079145,0.8167829849668895,0.7585575793184489,0.9737074547150495
brain_tumor,maxvit_t,imagenet,512,random features,352.0,248.0,RandomForestClassifier,0.8020304568527918,0.7840355403607846,0.8304232482421599,0.7856756756756756,0.9768980077877578
brain_tumor,maxvit_t,imagenet,512,random features,352.0,247.0,RandomForestClassifier,0.8071065989847716,0.7907788146021328,0.8356619166539947,0.7910017626321975,0.9656298403198527
brain_tumor,maxvit_t,imagenet,512,random features,352.0,246.0,RandomForestClassifier,0.7893401015228426,0.7717034665567526,0.8131604458694729,0.7732755581668626,0.9709027607415457
brain_tumor,maxvit_t,imagenet,512,random features,352.0,253.0,RandomForestClassifier,0.7918781725888325,0.7757248287050091,0.8286874245803766,0.7760017626321974,0.970067391461946
